DATE,DGS10
4/1/2024,3.99
5/1/2024,4.05
8/1/2024,4.01
9/1/2024,4.02
10/1/2024,4.04
11/1/2024,3.98
12/1/2024,3.96
16/1/2024,4.07
17/1/2024,4.1
18/1/2024,4.14
19/1/2024,4.15
22/1/2024,4.11
23/1/2024,4.14
24/1/2024,4.18
25/1/2024,4.14
26/1/2024,4.15
29/1/2024,4.08
30/1/2024,4.06
31/1/2024,3.99
1/2/2024,3.87
2/2/2024,4.03
5/2/2024,4.17
6/2/2024,4.09
7/2/2024,4.09
8/2/2024,4.15
9/2/2024,4.17
12/2/2024,4.17
13/2/2024,4.31
14/2/2024,4.27
15/2/2024,4.24
16/2/2024,4.24
